"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","name"
"SARS-CoV-2_N_plus",192958.009625884,18.3989374361262,1.35837009394782,13.5448634492928,8.49717622927044e-42,2.12276456559634e-37,"SARS-CoV-2_N_plus",NA
"ENSG00000105976",2893.66836664237,3.51579033206252,0.267684749353358,13.1340703590905,2.1005521972907e-39,2.62379974963581e-35,"MET","MET proto-oncogene, receptor tyrosine kinase"
"ENSG00000228526",494.203035802207,-5.78110319292433,0.441239326126733,-13.1019672332286,3.20832590101708e-39,2.67167992197363e-35,"MIR34AHG","MIR34A host gene"
"ENSG00000130589",3158.71258187492,3.70405223907654,0.284395004572329,13.0243224371914,8.89874813789043e-39,5.55771314951947e-35,"HELZ2","helicase with zinc finger 2"
"ENSG00000158270",9308.32281196705,4.40604015858114,0.351334037691472,12.5408861251592,4.4598052375924e-36,2.22829708891067e-32,"COLEC12","collectin subfamily member 12"
"ENSG00000064763",2538.34162859111,4.11475430786985,0.332772757963593,12.3650575637566,4.03921862045572e-35,1.68179599293708e-31,"FAR2","fatty acyl-CoA reductase 2"
"ENSG00000048740",2025.86539043758,2.8466565529101,0.235867301565223,12.0688901514521,1.54199884798977e-33,5.50317360292578e-30,"CELF2","CUGBP Elav-like family member 2"
"ENSG00000100234",43085.9971225344,-5.36743099372133,0.456825284265478,-11.7494175094786,7.1107303420231e-32,2.22050331755526e-28,"TIMP3","TIMP metallopeptidase inhibitor 3"
"ENSG00000099260",5270.76858038641,3.89444453646702,0.340506080084553,11.4372246613041,2.72462365021784e-30,7.56294978108244e-27,"PALMD","palmdelphin"
"ENSG00000134762",1356.40447101932,5.11725001289107,0.448680401604983,11.405111510523,3.94271739560565e-30,9.84969659770203e-27,"DSC3","desmocollin 3"
"ENSG00000164161",1835.78081028983,4.61859198538423,0.411829565882511,11.2148140104682,3.44910713193031e-29,7.83323585180754e-26,"HHIP","hedgehog interacting protein"
"ENSG00000101265",14491.505269365,2.83214370105306,0.25582298104387,11.0707165145863,1.740037363805e-28,3.62246778521471e-25,"RASSF2","Ras association domain family member 2"
"ENSG00000175899",3898.05489726766,-5.49438743448885,0.509102739420398,-10.7922959533553,3.7431927852962e-27,7.17183025100513e-24,"A2M","alpha-2-macroglobulin"
"ENSG00000167615",5319.7268764683,-3.92827399782223,0.36420932572823,-10.7857589587189,4.01911870603121e-27,7.17183025100513e-24,"LENG8","leukocyte receptor cluster member 8"
"ENSG00000167972",5631.83585636325,2.13838797353562,0.198894073772779,10.7513910946314,5.83745119372709e-27,9.72208038144601e-24,"ABCA3","ATP binding cassette subfamily A member 3"
"ENSG00000155849",1457.61297692394,-4.00447811296822,0.375241323704714,-10.6717407172336,1.38016227863093e-26,2.15495087779736e-23,"ELMO1","engulfment and cell motility 1"
"ENSG00000120279",6820.53446287722,2.65038633002749,0.249692731269655,10.6145914482597,2.54907095213114e-26,3.74593473683177e-23,"MYCT1","MYC target 1"
"ENSG00000074527",4879.94123091239,4.6399435421066,0.446406428180261,10.3939890852848,2.64072237521249e-25,3.66502924319768e-22,"NTN4","netrin 4"
"ENSG00000137962",16109.559457157,3.83813691599117,0.375941005488198,10.2094128066901,1.79950525052644e-24,2.36606527203429e-21,"ARHGAP29","Rho GTPase activating protein 29"
"ENSG00000115415",9284.8428785445,3.24793302204908,0.32417922751108,10.0189424442319,1.25842241566979e-23,1.57189543941313e-20,"STAT1","signal transducer and activator of transcription 1"
"ENSG00000121060",3896.96403084651,2.83459422723566,0.284708706604768,9.95612062953395,2.37135983735811e-23,2.82101483128002e-20,"TRIM25","tripartite motif containing 25"
"ENSG00000111261",3376.70910931747,2.30633010911474,0.232116106052844,9.93610546176264,2.89941872025359e-23,3.29242174860796e-20,"MANSC1","MANSC domain containing 1"
"ENSG00000132256",2494.67076589165,1.90551590675762,0.192878178239026,9.87937528317064,5.11507922609169e-23,5.55586561853141e-20,"TRIM5","tripartite motif containing 5"
"ENSG00000168010",514.503383727218,-3.66557638482033,0.377528046047246,-9.70941476586775,2.74910997224519e-22,2.86159438860955e-19,"ATG16L2","autophagy related 16 like 2"
"ENSG00000198873",11617.2628835797,2.36281040612742,0.243879452545263,9.68843574752936,3.37660393343484e-22,3.37417277860276e-19,"GRK5","G protein-coupled receptor kinase 5"
"ENSG00000135636",24179.14139455,2.49171311890519,0.270392793250183,9.21516098470757,3.10811561596057e-20,2.98642093530489e-17,"DYSF","dysferlin"
"ENSG00000221978",3460.1656149694,-2.44201550633126,0.266375426364478,-9.16757052127579,4.83799238533217e-20,4.47639725075438e-17,"CCNL2","cyclin L2"
"ENSG00000163249",4146.14301884664,1.90343524150751,0.209123523838167,9.10196618043079,8.87110625097842e-20,7.91492772721224e-17,"CCNYL1","cyclin Y like 1"
"ENSG00000129422",3335.38996490299,2.78653401700236,0.306317789281898,9.09687296821658,9.29699976159419e-20,8.00888441531538e-17,"MTUS1","microtubule associated scaffold protein 1"
"ENSG00000121858",6261.04654282496,-4.03459734361389,0.449027829136022,-8.98518328224086,2.58303418296604e-19,2.15097866529525e-16,"TNFSF10","TNF superfamily member 10"
"SARS-CoV-2_orf8_plus",9370.34722581458,15.5982952266574,1.77370799058563,8.79417317250022,1.44105178565442e-18,1.16130179707157e-15,"SARS-CoV-2_orf8_plus",NA
"ENSG00000189120",1303.93099134513,-4.51647330308335,0.514497968313966,-8.77840843159021,1.65804196114432e-18,1.29441263354086e-15,"SP6","Sp6 transcription factor"
"ENSG00000138834",2593.2258004539,-2.97826552451453,0.340241914200749,-8.75337634844511,2.07062735577105e-18,1.56752765460219e-15,"MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3"
"ENSG00000139354",3148.28535134234,3.48169603934767,0.402038722217173,8.66010124633449,4.71345428479957e-18,3.46327985126067e-15,"GAS2L3","growth arrest specific 2 like 3"
"ENSG00000184588",5038.96001521095,-4.55893823285341,0.527736484844773,-8.63866411319727,5.68741159672665e-18,4.05951190026929e-15,"PDE4B","phosphodiesterase 4B"
"ENSG00000119917",1853.80362891792,4.75697721214565,0.559912576087484,8.49592849902766,1.96356850585685e-17,1.32630612892502e-14,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"3UTR_plus",5175.09012879262,17.829077871071,2.09855515271047,8.49588243989835,1.9643474009377e-17,1.32630612892502e-14,"3UTR_plus",NA
"ENSG00000126709",10597.5843030813,4.57225429270987,0.543724909351262,8.40913155544997,4.13057615609626e-17,2.7155277245157e-14,"IFI6","interferon alpha inducible protein 6"
"ENSG00000108001",457.460292150019,9.45779228881583,1.12852412009239,8.3806735898933,5.26256554081471e-17,3.37101057283674e-14,"EBF3","EBF transcription factor 3"
"ENSG00000198563",1826.19511483085,-2.8783968395056,0.343738824286745,-8.37379032024751,5.57939953375915e-17,3.48461397880928e-14,"DDX39B","DExD-box helicase 39B"
"ENSG00000099622",6587.2122203817,-1.19162687145824,0.144257625476096,-8.26040819350445,1.45175144000408e-16,8.84576938394683e-14,"CIRBP","cold inducible RNA binding protein"
"ENSG00000249790",1544.88542935429,2.68189701947967,0.325090830920824,8.24968520915574,1.58812300975637e-16,9.44630691184133e-14,"ENSG00000249790",NA
"ENSG00000150938",34389.3475673876,2.14419729174395,0.260159136545245,8.24186811279276,1.69542396007195e-16,9.85001892337617e-14,"CRIM1","cysteine rich transmembrane BMP regulator 1"
"ENSG00000115267",1133.82709362985,4.04832864598559,0.491635029451276,8.23441863063341,1.80431700487741e-16,1.0244419867238e-13,"IFIH1","interferon induced with helicase C domain 1"
"ENSG00000107201",2426.78051330424,3.32114017427515,0.405311987602744,8.19403391919975,2.52613826637411e-16,1.40239969267907e-13,"DDX58","DExD/H-box helicase 58"
"ENSG00000089820",2962.31308843799,-2.82646529750361,0.345981443250693,-8.16941299205922,3.0989358964322e-16,1.68299166444933e-13,"ARHGAP4","Rho GTPase activating protein 4"
"ENSG00000171004",1796.90458347795,2.55492815074007,0.316341203407361,8.07649500988343,6.66548885939952e-16,3.5429200571387e-13,"HS6ST2","heparan sulfate 6-O-sulfotransferase 2"
"ENSG00000135604",768.980986212186,4.13682130480766,0.512596659150243,8.07032435924471,7.01116567302782e-16,3.64901960090794e-13,"STX11","syntaxin 11"
"ENSG00000187608",6228.92041372984,3.9107608665032,0.48512230736386,8.06139154423583,7.54307999768112e-16,3.84573927555244e-13,"ISG15","ISG15 ubiquitin like modifier"
"ENSG00000147862",4680.38330533056,3.00170134066276,0.37328068480623,8.04140547004445,8.8813846913267e-16,4.43749504717447e-13,"NFIB","nuclear factor I B"
"ENSG00000159200",4544.17950699646,1.84737406703459,0.230030362062821,8.03100099686003,9.66805679680986e-16,4.73583127250792e-13,"RCAN1","regulator of calcineurin 1"
"ENSG00000205413",928.540629660404,4.81646500817221,0.603085417172201,7.98637286034219,1.38966945265039e-15,6.67629274348308e-13,"SAMD9","sterile alpha motif domain containing 9"
"ENSG00000117616",1078.12230727634,-2.94849818013687,0.373217411664503,-7.90021603490293,2.78420443795747e-15,1.29709736314693e-12,"RSRP1","arginine and serine rich protein 1"
"ENSG00000172183",1070.72417988707,4.46055732183436,0.564674392192835,7.8993440883912,2.80374900368001e-15,1.29709736314693e-12,"ISG20","interferon stimulated exonuclease gene 20"
"ENSG00000128159",1364.48587007451,-2.10109875901044,0.267241567995357,-7.86217045039544,3.77533813332018e-15,1.71482722266554e-12,"TUBGCP6","tubulin gamma complex associated protein 6"
"ENSG00000099204",5466.13546753452,1.68566496892669,0.215157457306402,7.83456446283505,4.70470654716181e-15,2.09880319573565e-12,"ABLIM1","actin binding LIM protein 1"
"ENSG00000184979",647.00814501988,4.65332757074339,0.595462347618322,7.81464619779129,5.51176269535797e-15,2.41569922202514e-12,"USP18","ubiquitin specific peptidase 18"
"ENSG00000185880",1030.59839823986,2.54271957049682,0.327866587585307,7.75534826291269,8.81013622498915e-15,3.79473833056343e-12,"TRIM69","tripartite motif containing 69"
"ENSG00000165194",2133.94774747612,-6.11334660534733,0.792687946914378,-7.71217302993464,1.23693270639142e-14,5.23746658831705e-12,"PCDH19","protocadherin 19"
